sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
5:21:32:46:10034,3.2,-1.84,-123.46,-0.03,0.06,0.98,0.98,0.0
5:21:32:46:10133,3.19,-1.85,-123.46,-0.03,0.06,0.98,0.99,0.0
5:21:32:46:10229,3.19,-1.85,-123.46,-0.03,0.05,0.98,0.98,0.0
5:21:32:46:10348,3.18,-1.83,-123.44,-0.03,0.05,0.99,0.99,0.0
5:21:32:46:10433,3.19,-1.82,-123.41,-0.03,0.05,0.98,0.98,0.0
5:21:32:46:10530,3.19,-1.82,-123.41,-0.03,0.05,0.98,0.98,0.0
5:21:32:47:10833,3.19,-1.83,-123.38,-0.03,0.05,0.98,0.98,0.0
5:21:32:47:10930,3.19,-1.83,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:47:11026,3.19,-1.82,-123.34,-0.03,0.05,0.98,0.98,0.0
5:21:32:47:11121,3.19,-1.82,-123.35,-0.03,0.05,0.98,0.98,0.0
5:21:32:47:11233,3.19,-1.82,-123.34,-0.03,0.05,0.98,0.99,0.0
5:21:32:47:11330,3.19,-1.82,-123.33,-0.03,0.05,0.98,0.99,0.0
5:21:32:47:11425,3.19,-1.82,-123.31,-0.03,0.05,0.98,0.98,0.0
5:21:32:48:12032,3.2,-1.83,-123.37,-0.04,0.05,0.99,0.99,0.0
5:21:32:48:12128,3.2,-1.83,-123.37,-0.04,0.04,0.99,0.99,0.0
5:21:32:48:12225,3.2,-1.83,-123.35,-0.03,0.05,0.98,0.99,0.0
5:21:32:48:12322,3.2,-1.84,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:48:12432,3.2,-1.84,-123.37,-0.03,0.05,0.98,0.98,0.0
5:21:32:48:12529,3.2,-1.84,-123.37,-0.03,0.05,0.99,0.99,0.0
5:21:32:48:12625,3.2,-1.84,-123.38,-0.03,0.05,0.99,0.99,0.0
5:21:32:49:12831,3.19,-1.83,-123.37,-0.03,0.05,0.98,0.98,0.0
5:21:32:49:12928,3.19,-1.83,-123.39,-0.03,0.05,0.98,0.99,0.0
5:21:32:49:13024,3.19,-1.83,-123.37,-0.03,0.05,0.98,0.98,0.0
5:21:32:49:13120,3.19,-1.83,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:49:13231,3.19,-1.82,-123.35,-0.03,0.05,0.98,0.98,0.0
5:21:32:49:13328,3.19,-1.83,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:49:13424,3.19,-1.83,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:50:14031,3.19,-1.83,-123.33,-0.03,0.05,0.98,0.98,0.0
5:21:32:50:14126,3.2,-1.83,-123.34,-0.03,0.05,0.98,0.98,0.0
5:21:32:50:14223,3.2,-1.83,-123.33,-0.03,0.05,0.98,0.98,0.0
5:21:32:50:14334,3.21,-1.82,-123.33,-0.03,0.05,0.98,0.98,0.0
5:21:32:50:14432,3.19,-1.83,-123.32,-0.02,0.07,0.98,0.98,0.0
5:21:32:50:14527,3.21,-1.82,-123.34,-0.01,0.07,0.98,0.98,0.0
5:21:32:50:14622,3.21,-1.84,-123.36,-0.04,0.04,0.98,0.99,0.0
5:21:32:51:14831,3.23,-1.81,-123.37,-0.04,0.05,0.99,0.99,0.0
5:21:32:51:14926,3.17,-1.85,-123.36,-0.01,0.04,1.01,1.01,0.0
5:21:32:51:15023,3.22,-1.82,-123.34,-0.04,0.03,0.99,0.99,0.0
5:21:32:51:15133,3.21,-1.82,-123.37,-0.06,0.04,0.99,0.99,0.0
5:21:32:51:15230,3.2,-1.83,-123.38,-0.05,0.04,0.99,0.99,0.0
5:21:32:51:15326,3.2,-1.83,-123.4,-0.03,0.05,0.99,0.99,0.0
5:21:32:51:15422,3.2,-1.83,-123.39,-0.03,0.05,0.98,0.98,0.0
5:21:32:52:16030,3.22,-1.83,-123.43,-0.03,0.05,0.98,0.99,0.0
5:21:32:52:16126,3.21,-1.83,-123.42,-0.03,0.05,0.98,0.98,0.0
5:21:32:52:16222,3.21,-1.83,-123.4,-0.03,0.05,0.98,0.98,0.0
5:21:32:52:16333,3.21,-1.83,-123.4,-0.03,0.05,0.98,0.99,0.0
5:21:32:52:16431,3.21,-1.84,-123.4,-0.03,0.05,0.98,0.98,0.0
5:21:32:52:16525,3.21,-1.84,-123.42,-0.03,0.05,0.98,0.99,0.0
5:21:32:52:16622,3.21,-1.84,-123.41,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:16831,3.2,-1.84,-123.38,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:16925,3.2,-1.84,-123.37,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:17022,3.19,-1.83,-123.36,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:17132,3.18,-1.84,-123.36,-0.03,0.05,0.99,0.99,0.0
5:21:32:53:17230,3.18,-1.83,-123.34,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:17325,3.18,-1.83,-123.35,-0.03,0.05,0.98,0.98,0.0
5:21:32:53:17421,3.17,-1.83,-123.35,-0.03,0.05,0.98,0.99,0.0
5:21:32:54:18029,3.18,-1.82,-123.29,-0.03,0.05,0.98,0.98,0.0
5:21:32:54:18125,3.19,-1.82,-123.3,-0.03,0.05,0.98,0.98,0.0
5:21:32:54:18224,3.2,-1.83,-123.31,-0.03,0.05,0.98,0.98,0.0
5:21:32:54:18331,3.19,-1.83,-123.31,-0.03,0.05,0.98,0.98,0.0
5:21:32:54:18429,3.2,-1.83,-123.32,-0.03,0.05,0.98,0.99,0.0
5:21:32:54:18525,3.2,-1.83,-123.32,-0.03,0.06,0.98,0.98,0.0
5:21:32:54:18620,3.2,-1.84,-123.32,-0.03,0.05,0.98,0.99,0.0
5:21:32:55:18828,3.2,-1.84,-123.32,-0.04,0.05,0.99,0.99,0.0
5:21:32:55:18924,3.2,-1.84,-123.32,-0.03,0.06,0.99,0.99,0.0
5:21:32:55:19021,3.2,-1.84,-123.33,-0.03,0.05,0.98,0.98,0.0
5:21:32:55:19131,3.2,-1.83,-123.31,-0.03,0.05,0.98,0.98,0.0
5:21:32:55:19228,3.21,-1.83,-123.32,-0.03,0.05,0.98,0.98,0.0
5:21:32:55:19324,3.21,-1.84,-123.33,-0.03,0.05,0.99,0.99,0.0
5:21:32:55:19419,3.21,-1.84,-123.33,-0.03,0.05,0.98,0.98,0.0
5:21:32:56:20026,3.22,-1.86,-123.68,-0.03,0.06,0.98,0.99,0.0
5:21:32:56:20122,3.42,-1.71,-124.67,-0.03,0.05,0.98,0.98,0.0
5:21:32:56:20233,3.21,-1.79,-125.81,-0.03,0.06,0.98,0.98,0.0
5:21:32:56:20331,3.19,-1.76,-125.84,-0.05,0.03,0.99,0.99,0.0
5:21:32:56:20427,3.19,-2.01,-124.65,-0.09,0.14,0.98,0.99,0.0
5:21:32:56:20523,6.51,-2.14,-124.33,-0.14,0.05,1.2,1.21,0.0
5:21:32:56:20633,14.14,3.17,-122.58,-0.06,0.25,1.02,1.06,0.0
5:21:32:57:20828,19.06,5.22,-120.18,0.12,0.31,0.84,0.9,0.0
5:21:32:57:20922,22.07,2.76,-121.98,0.08,0.38,0.85,0.94,0.0
5:21:32:57:21033,22.25,0.79,-123.64,0.08,0.42,0.87,0.97,0.0
5:21:32:57:21129,21.96,-1.37,-126.08,-0.01,0.37,0.94,1.01,0.0
5:21:32:57:21226,21.52,-3.23,-128.4,-0.04,0.34,0.96,1.02,0.0
5:21:32:57:21321,23.47,-2.72,-130.11,-0.03,0.37,0.92,0.99,0.0
5:21:32:57:21433,25.29,-2.67,-132.22,-0.08,0.4,0.91,1.0,0.0
5:21:32:58:22025,29.9,-13.31,-140.08,-0.24,0.49,0.82,0.98,0.0
5:21:32:58:22121,29.54,-14.51,-142.0,-0.24,0.49,0.93,1.08,0.0
5:21:32:58:22232,31.07,-13.79,-142.48,-0.23,0.52,0.82,0.99,0.0
5:21:32:58:22329,30.47,-14.84,-143.5,-0.29,0.45,0.87,1.03,0.0
5:21:32:58:22425,31.37,-15.29,-144.04,-0.28,0.57,0.83,1.05,0.0
5:21:32:58:22521,28.75,-15.45,-144.47,-0.3,0.57,0.91,1.12,0.0
5:21:32:58:22632,20.16,-15.41,-142.79,-0.26,0.48,0.91,1.06,0.0
5:21:32:59:22824,3.8,-11.14,-145.7,-0.16,0.2,0.85,0.89,0.0
5:21:32:59:22920,14.66,-5.87,-161.01,-0.17,0.14,0.82,0.85,0.0
5:21:32:59:23032,38.08,5.4,-176.91,0.03,0.48,0.79,0.93,0.0
5:21:32:59:23128,53.42,12.95,176.61,0.1,0.79,0.64,1.02,0.0
5:21:32:59:23226,63.6,17.48,174.13,0.2,0.76,0.43,0.9,0.0
5:21:32:59:23320,71.31,13.54,173.06,-0.07,1.02,0.44,1.11,0.0
5:21:32:59:23431,75.56,11.46,170.3,0.08,0.99,0.33,1.04,0.0
5:21:33:0:24023,47.81,4.93,-177.31,0.08,0.75,0.58,0.95,0.0
5:21:33:0:24121,44.54,11.63,-168.08,0.34,0.55,0.61,0.89,0.0
5:21:33:0:24231,43.13,16.57,-161.43,0.45,0.57,0.6,0.94,0.0
5:21:33:0:24328,40.51,19.68,-158.34,0.52,0.58,0.67,1.02,0.0
5:21:33:0:24423,35.38,16.43,-156.28,0.44,0.44,0.64,0.89,0.0
5:21:33:0:24520,26.8,3.68,-154.72,0.13,0.38,0.78,0.88,0.0
5:21:33:0:24631,17.53,-12.85,-153.96,-0.23,0.3,0.85,0.93,0.0
5:21:33:1:24825,-12.84,-38.56,-147.41,-0.65,-0.3,0.73,1.03,0.0
5:21:33:1:24934,-29.18,-48.08,-136.66,-0.8,-0.36,0.46,0.99,0.0
5:21:33:1:25030,-45.67,-56.48,-123.66,-0.93,-0.45,0.44,1.12,0.0
5:21:33:1:25127,-41.26,-67.82,-124.69,-1.02,-0.21,0.39,1.11,0.0
5:21:33:1:25224,10.97,-74.33,-171.38,-1.05,-0.0,0.24,1.07,0.0
5:21:33:1:25334,43.65,-65.16,160.67,-1.13,0.3,0.36,1.23,0.0
5:21:33:1:25431,59.1,-46.63,154.94,-0.84,0.63,0.32,1.1,0.0
5:21:33:2:26022,7.5,-20.78,-150.98,-0.38,0.19,0.83,0.93,0.0
5:21:33:2:26133,-22.09,-13.46,-134.02,-0.24,-0.25,0.83,0.9,0.0
5:21:33:2:26230,-41.0,-5.0,-128.06,-0.03,-0.64,0.65,0.91,0.0
5:21:33:2:26326,-52.51,1.84,-125.15,0.07,-0.79,0.58,0.99,0.0
5:21:33:2:26421,-47.89,-0.43,-123.95,0.01,-0.73,0.52,0.9,0.0
5:21:33:2:26533,-39.31,-6.83,-121.28,-0.36,-0.39,0.82,0.98,0.0
5:21:33:2:26631,-13.85,-14.5,-134.31,-0.26,-0.34,1.08,1.16,0.0
5:21:33:3:26822,4.65,5.44,-141.17,0.1,-0.02,0.91,0.92,0.0
5:21:33:3:26933,4.45,13.04,-136.18,0.2,0.12,1.14,1.17,0.0
5:21:33:3:27029,6.16,22.77,-131.32,0.39,-0.03,0.98,1.06,0.0
5:21:33:3:27125,9.58,31.63,-121.62,0.55,0.15,0.75,0.94,0.0
5:21:33:3:27221,4.99,38.38,-112.0,0.62,0.03,0.76,0.98,0.0
5:21:33:3:27332,-0.25,44.78,-102.52,0.72,-0.02,0.54,0.9,0.0
5:21:33:3:27429,-8.62,49.87,-95.95,0.78,-0.08,0.57,0.97,0.0
5:21:33:4:28020,-51.82,-39.72,-109.44,-0.31,-1.13,0.35,1.23,0.0
5:21:33:4:28132,-34.53,-64.59,-121.1,-0.98,-0.36,0.4,1.12,0.0
5:21:33:4:28230,11.75,-69.2,-159.3,-1.08,0.01,0.39,1.14,0.0
5:21:33:4:28325,37.51,-58.19,-178.69,-0.96,0.33,0.42,1.1,0.0
5:21:33:4:28421,35.14,-45.47,-174.16,-0.73,0.33,0.63,1.02,0.0
5:21:33:4:28533,26.41,-35.28,-162.28,-0.66,0.3,0.76,1.05,0.0
5:21:33:4:28628,20.92,-27.62,-152.66,-0.59,0.24,0.86,1.07,0.0
5:21:33:5:28820,7.25,-10.43,-131.63,-0.25,0.08,0.98,1.02,0.0
5:21:33:5:28931,5.87,0.4,-124.05,-0.05,0.12,0.99,1.0,0.0
5:21:33:5:29028,1.83,8.92,-118.02,0.1,0.05,0.91,0.91,0.0
5:21:33:5:29123,-8.93,17.86,-115.29,0.29,-0.21,0.98,1.04,0.0
5:21:33:5:29221,-22.79,27.37,-114.56,0.51,-0.32,0.85,1.04,0.0
5:21:33:5:29332,-32.07,31.76,-118.89,0.5,-0.11,0.53,0.74,0.0
5:21:33:5:29428,-43.74,26.67,-124.42,0.48,-0.34,0.56,0.81,0.0
5:21:33:6:30034,17.15,-36.65,-157.86,-0.79,0.19,0.74,1.1,0.0
5:21:33:6:30130,29.12,-34.15,-164.58,-0.68,0.33,0.74,1.06,0.0
5:21:33:6:30228,34.15,-27.42,-166.34,-0.7,0.37,0.8,1.13,0.0
5:21:33:6:30691,22.82,-21.78,-156.1,-0.58,0.19,1.01,1.18,0.0
5:21:33:6:30692,8.84,-16.11,-139.47,-0.4,0.11,0.88,0.98,0.0
5:21:33:6:30693,-3.93,-10.34,-123.94,-0.16,-0.06,0.86,0.88,0.0
5:21:33:6:30694,-8.2,-5.21,-115.16,-0.09,-0.11,0.88,0.89,0.0
5:21:33:7:30834,-2.97,-5.48,-101.41,0.0,0.1,0.98,0.98,0.0
5:21:33:7:30930,1.59,-7.33,-97.59,-0.11,0.11,0.95,0.96,0.0
5:21:33:7:31026,2.83,-9.41,-95.7,-0.18,0.14,0.99,1.02,0.0
5:21:33:7:31123,3.5,-10.86,-96.17,-0.1,0.05,0.95,0.95,0.0
5:21:33:7:31233,4.64,-13.48,-95.86,-0.19,0.12,1.0,1.02,0.0
5:21:33:7:31331,0.72,-16.65,-94.58,-0.24,-0.0,1.09,1.12,0.0
5:21:33:7:31426,-5.49,-20.26,-95.15,-0.3,-0.15,1.01,1.06,0.0
5:21:33:8:32033,-33.53,-80.43,-88.81,-0.96,-0.14,0.14,0.98,0.0
5:21:33:8:32129,-71.51,-84.78,-51.37,-1.01,-0.14,0.18,1.03,0.0
5:21:33:8:32225,-109.52,-86.26,-12.47,-1.0,-0.16,-0.04,1.01,0.0
5:21:33:8:32321,-142.9,-85.52,22.82,-1.05,-0.09,-0.01,1.06,0.0
5:21:33:8:32432,176.13,-85.27,64.88,-0.93,-0.06,-0.1,0.94,0.0
5:21:33:8:32529,169.81,-81.28,71.1,-0.85,-0.04,-0.09,0.85,0.0
5:21:33:8:32625,171.65,-81.5,69.85,-1.0,-0.01,-0.13,1.0,0.0
5:21:33:9:32833,129.37,-78.9,113.09,-1.0,0.14,-0.13,1.02,0.0
5:21:33:9:32930,107.69,-72.6,134.58,-0.99,0.3,-0.08,1.04,0.0
5:21:33:9:33026,93.14,-58.11,146.14,-0.82,0.62,0.0,1.03,0.0
5:21:33:9:33122,92.81,-59.38,146.42,-0.87,0.56,-0.01,1.03,0.0
5:21:33:9:33233,92.67,-60.94,147.11,-0.93,0.52,-0.01,1.07,0.0
5:21:33:9:33329,92.48,-61.11,147.45,-0.89,0.48,-0.02,1.02,0.0
5:21:33:9:33425,92.27,-61.25,147.86,-0.89,0.47,-0.02,1.0,0.0
5:21:33:10:34032,91.75,-61.65,149.37,-0.89,0.48,-0.01,1.01,0.0
5:21:33:10:34129,91.74,-61.66,149.51,-0.89,0.48,-0.01,1.01,0.0
5:21:33:10:34224,91.75,-61.67,149.65,-0.9,0.49,-0.02,1.02,0.0
5:21:33:10:34320,91.77,-61.68,149.73,-0.89,0.48,-0.01,1.01,0.0
5:21:33:10:34432,91.77,-61.69,149.86,-0.89,0.49,-0.01,1.01,0.0
5:21:33:10:34527,91.78,-61.7,149.99,-0.89,0.49,-0.01,1.01,0.0
5:21:33:10:34623,91.78,-61.71,150.13,-0.89,0.48,-0.02,1.01,0.0
5:21:33:11:34832,91.79,-61.72,150.35,-0.89,0.48,-0.02,1.01,0.0
5:21:33:11:34927,91.81,-61.72,150.43,-0.89,0.48,-0.01,1.01,0.0
5:21:33:11:35023,91.83,-61.72,150.51,-0.89,0.48,-0.02,1.01,0.0
5:21:33:11:35134,91.84,-61.7,150.57,-0.89,0.48,-0.02,1.01,0.0
